字	韻
襉	見娃山去
襊	清區泰去
襊	清區寒入
襋	見依蒸入
襌	端・寒平
襎	並威元平
襏	幫・寒入
襐	邪依陽上
襑	透・覃上
襑	邪伊侵平
襒	並・仙入
襓	日伊宵平
襖	影・豪上
襗	定・唐入
襗	澄娃庚入
襗	以伊清入
襘	見區泰去
襚	邪惟脂去
襛	日惟冬平
襛	孃逶冬平
襜	昌伊鹽平
襜	昌伊鹽去
襝	來伊鹽平
襞	幫伊清入
襟	見漪侵平
襠	端・唐平
襡	常惟冬入
襡	定・東入
襡	定・侯上
襡	端・侯去
襡	端・侯上
襢	定・寒上
襢	知漪先去
襢	知漪先上
襣	並伊脂去
襤	來・談平
襦	日惟魚平
襩	常惟冬入
襪	明威元入
襫	書伊清入
襬	滂漪支去
襬	幫漪支平
襭	匣・仙入
襮	幫・唐入
襮	幫・冬入
襯	初漪真去
襱	澄逶冬上
襱	來・東平
襱	來・東上
襲	邪伊侵入
襳	心伊鹽平
襳	生漪鹽平
襳	生漪侵平
襵	章伊鹽入
襵	知漪鹽入
襸	從區寒平
襸	精・寒去
襹	生漪支平
襹	生漪支去
襺	見・仙上
襻	滂娃刪去
襾	曉娃麻上
襾	影娃麻去
西	心・齊平
覀	曉娃麻上
覀	影娃麻去
要	影伊宵平
要	影伊宵去
覂	幫威冬上
覃	定・覃平
覃	邪伊侵平
覅	明伊宵去
覆	並依尤去
覆	滂・登入
覆	滂依尤去
覆	滂威東入
覇	幫娃麻去
覈	匣娃耕入
覈	匣・仙入
見	匣・仙去
見	見・仙去
覎	影依嚴去
規	見惟支平
覒	明・豪去
覓	明・青入
覕	明・仙入
覕	幫伊真去
視	常伊脂去
視	常伊脂上
覗	心依之平
覗	心依之去
覘	徹漪鹽平
覘	徹漪鹽去
覛	明娃耕入
覛	明・青入
覜	透・蕭去
覝	來伊鹽平
覞	以伊宵去
覡	匣・青入
覢	書伊鹽上
覣	影逶支平
覦	以惟魚平
覦	以惟魚去
覩	端・模上
親	清伊真平
親	清伊真去
覬	見漪脂去
覭	明・青入
覭	明・青平
覮	滂・青平
覯	見・侯去
覰	清依魚去
覱	莊娃銜去
覲	羣漪真去
覴	徹漪蒸去
覵	見娃山平
覵	見娃山去
覵	幫漪先上
覷	清依魚去
覸	見娃山平
覸	見娃山去
覸	幫漪先上
覹	明漪脂平
覺	見娃肴去
覺	見娃江入
覼	來區歌平
覽	來・談上
覿	定・青入
觀	見區寒平
觀	見區寒去
角	見娃江入
角	來・東入
觓	羣伊幽平
觔	見依文平
觕	從・模上
觕	昌惟冬入
觕	清・模平
觖	谿惟支去
觖	見區仙入
觘	初娃肴去
觚	見・模平
觛	定・寒上
觛	端・寒去
觛	端・寒上
觜	精伊支平
觜	精惟支上
觝	端・齊上
觟	匣蛙麻上
觠	羣逶先平
觠	見逶先去
觡	見娃庚入
觢	常伊祭去
解	匣娃佳去
解	匣娃佳上
解	見娃佳去
解	見娃佳上
觤	見逶支上
觥	見蛙庚平
觩	羣伊幽平
觪	心惟清平
觫	心・東入
觬	疑・齊平
觬	疑・齊上
觭	谿漪支平
觭	谿漪支上
觰	知娃麻平
觰	知娃麻上
觱	幫伊真入
觱	云威文入
觳	匣・東入
觳	谿娃江入
觴	書伊陽平
觵	見蛙庚平
觶	章伊支平
觶	章伊支去
觷	匣娃江入
觷	疑娃江入
觷	影・冬入
觸	昌惟冬入
觺	疑依之平
觺	疑依蒸入
觻	來・青入
觻	來・東入
觼	見區仙入
觿	匣區齊平
觿	曉惟支平
言	疑依元平
訁	疑依元平
訂	定・青上
訂	端・青去
訂	透・青平
訃	滂威魚去
訄	羣依尤平
訄	谿・豪平
訄	谿依尤平
訄	泥・豪平
訅	羣依尤平
訆	見・蕭去
訇	匣區仙平
訇	曉蛙耕平
計	見・齊去
訊	心伊真去
訌	匣・東平
訍	初娃佳去
討	透・豪上
訏	曉威魚平
訐	見漪祭去
訐	見漪先入
訐	見依元入
訒	日伊真去
訓	曉威文去
訔	疑漪真平
訕	生娃刪平
訕	生娃刪去
訖	見依文入
託	透・唐入
記	見依之去
訙	心伊真去
訛	疑區歌平
訝	疑娃麻去
訞	影漪宵平
訟	邪威冬平
訟	邪威冬去
訠	書伊真上
訡	疑漪侵平
訢	曉依文平
訣	見區仙入
訥	泥區痕入
訦	常伊侵平
訦	常伊侵上
訧	云依尤平
訩	曉威冬平
訪	滂威陽去
訬	明伊宵上
訬	初娃肴平
設	書伊先入
訮	曉・仙平
訰	章惟真平
訰	章惟真去
許	曉依魚上
訴	心・模去
訵	徹漪脂平
訵	徹漪脂去
訶	曉・歌平
訷	書伊真平
訹	心惟真入
診	澄漪真去
診	章伊真上
註	章惟魚去
註	知逶魚去
証	章伊清去
訽	匣・侯去
訽	曉・侯去
訾	精伊支平
訾	精伊支上
訿	精伊支上
詀	澄娃咸去
詀	端・添平
詀	昌伊鹽入
詀	知娃咸平
詁	見・模上
詃	見區仙上
詄	定・仙入
詅	來・青平
詅	來伊清去
詆	定・齊平
詆	端・齊上
詆	透・青入
詇	影漪清去
詇	影依陽去
詇	影依陽上
詈	來伊支去
詉	孃娃麻平
詍	以伊祭去
詎	羣依魚去
詎	羣依魚上
詐	莊娃麻去
詑	定・歌平
詑	定・歌上
詑	曉伊支平
詑	以伊支平
詑	透區歌平
詒	定・咍上
詒	以伊之平
詔	章伊宵去
評	並漪清平
評	並漪清去
詖	幫漪支平
詖	幫漪支去
詗	曉區青上
詗	曉惟清去
詘	谿威文入
詛	莊漪魚去
詜	透・豪平
詝	知漪魚上
詞	邪依之平
詠	云逶清去
詡	曉威魚上
詢	心惟真平
詣	疑・齊去
詤	曉威陽上
詤	曉區唐上
詥	匣・覃入
試	書伊之去
詧	清・仙入
詧	初娃山入
詨	匣娃肴去
詨	曉娃肴去
詨	見娃肴平
詩	書伊之平
詪	匣・仙上
詪	見・痕去
詪	見・痕上
詫	徹娃麻去
詬	曉・侯去
詬	谿・侯去
詬	見・侯上
詭	見逶支上
詮	清惟先平
詯	匣區咍去
詯	曉區咍去
詰	谿伊真入
話	匣蛙夬去
該	見・咍平
詳	以伊陽平
詳	邪依陽平
詵	生漪真平
詶	常伊尤平
詶	常伊尤去
詷	定・東去
詷	定・東上
詹	章伊鹽平
詺	明伊清去
詻	來依陽入
詻	疑娃庚入
詼	谿區咍平
詽	曉・仙平
詽	疑娃山平
詽	透・仙平
詾	曉威冬上
詿	匣蛙佳去
詿	見蛙佳去
誀	日伊之平
誀	日伊之去
誂	定・蕭上
誃	澄漪支平
誃	昌伊支上
誄	來惟脂上
誅	知逶魚平
誆	羣威陽去
誇	谿蛙麻平
誋	羣依之去
誌	章伊之去
認	日伊真去
認	日伊蒸去
誎	清威冬入
誏	來・唐上
誐	疑・歌平
誑	見威陽去
誒	曉依之平
誓	常伊祭去
誔	定・青上
誕	定・寒上
誖	並區咍去
誖	並區痕入
誖	幫區咍去
誗	澄漪鹽平
誘	以伊尤上
誙	谿娃耕平
誚	從伊宵去
誜	生蛙麻去
語	疑依魚去
語	疑依魚上
誠	常伊清平
誡	見娃皆去
誣	明威魚平
誤	疑・模去
誥	見・豪去
誦	邪威冬去
誧	滂・模平
誧	滂・模去
誧	滂・模上
誧	幫・模平
誨	曉區咍去
誩	羣漪清去
誩	羣依陽上
誩	透・覃去
說	以惟先入
說	書惟祭去
說	書惟先入
誰	常惟脂平
誱	從伊鹽入
課	谿區歌平
課	谿區歌去
誴	從・冬平
誶	從惟真入
誶	心區咍去
誶	心惟脂去
誷	明威陽上
誹	幫威微平
誹	幫威微去
誺	來・咍去
誺	徹漪支平
誺	徹漪脂去
誺	徹漪之去
誻	定・覃入
誼	疑漪支去
誽	孃娃佳平
誾	疑漪真平
調	定・蕭平
調	定・蕭去
調	知漪尤平
諀	滂伊支上
諂	徹漪鹽上
諄	章惟真平
諄	章惟真去
諅	羣依之去
諅	見依之平
諆	見依之平
談	定・談平
諈	知逶支去
諉	孃逶支去
諊	見威東入
請	從伊清平
請	從伊清去
請	清伊清上
諍	莊娃耕去
諎	清區歌去
諎	莊娃庚入
諏	精威魚平
諐	谿漪先平
諑	知娃江入
諒	來依陽去
諓	從伊先去
諓	從伊先上
諕	曉蛙庚入
論	來區痕平
論	來區痕去
論	來惟真平
諗	書伊侵上
諛	以惟魚平
諜	定・添入
諝	心依魚平
諝	心依魚上
諞	並伊先平
諞	並伊先上
諞	並漪先上
諟	常伊支上
諠	曉威元平
諡	船伊脂去
諢	疑區痕去
諣	曉蛙麻去
諣	曉蛙佳去
諤	疑・唐入
諥	知逶冬去
諦	端・齊去
諧	匣娃皆平
諫	見娃刪去
諭	以惟魚去
諮	精伊脂平
諯	常惟先平
諯	昌惟先去
諯	章惟先平
諯	清惟先去
諰	生娃佳平
諰	心依之上
諱	曉威微去
諲	影伊真平
諳	影・覃平
諴	匣娃咸平
諵	孃娃咸平
諵	孃娃咸去
諶	常伊侵平
諷	幫威東去
諸	章伊麻平
諸	章伊魚平
諹	以伊陽平
諹	以伊陽去
諺	疑漪先去
諻	曉蛙庚平
諼	曉威元平
諼	曉威元上
諽	見娃耕入
諽	谿娃耕入
諾	泥・唐入
諿	清伊侵入
謀	明依尤平
謁	影依元入
謂	云威微去
謄	定・登平
謅	初娃肴上
謅	初漪尤平
謆	書伊先去
謇	見漪先上
謈	並娃江入
謈	滂娃江入
謉	見逶脂去
謉	端區咍上
謊	曉威陽上
謊	曉區唐上
謋	曉蛙庚入
謌	見・歌平
謍	曉蛙庚平
謍	以惟清平
謍	影蛙耕平
謎	明・齊去
謏	心・蕭上
謏	心・侯去
謏	心・侯上
謏	生逶東入
謐	明伊真入
謑	曉娃麻去
謑	曉娃佳去
謒	清依陽平
謓	昌伊真平
謔	曉依陽入
謕	定・齊平
謕	心伊支平
謕	透・齊平
謖	生逶東入
謗	幫・唐去
謘	澄漪脂平
謘	澄漪脂去
謙	谿・添平
謚	影伊清入
謚	船伊脂去
講	見娃江上
謜	疑威元平
謜	清惟先平
謝	邪伊麻去
謞	曉・唐入
謞	曉娃江入
謟	透・豪平
謟	透・豪去
謠	以伊宵平
謡	以伊宵平
謣	云威魚平
謥	清・東去
謦	谿・青上
謧	來・齊平
謧	來伊支平
謨	明・模平
謫	知娃耕入
謬	明漪幽去
謮	莊娃耕入
謯	精伊麻平
謯	莊娃麻上
謱	來・侯平
謱	來・侯上
謱	來威魚上
謲	清・覃去
謳	影・侯平
謴	見區痕去
謵	昌伊鹽入
謶	章伊陽入
謷	疑娃肴平
謷	疑・豪平
謷	疑・豪去
謹	見依文上
謺	章伊鹽入
謻	以伊支平
謼	曉・模平
謼	曉・模去
謾	明娃刪平
謾	明娃刪去
謾	明・寒平
謾	明・寒去
謾	明伊先平
譀	匣・談去
譀	曉娃銜去
譀	曉娃銜入
譁	匣蛙麻平
譁	曉蛙麻平
譄	精・登平
譆	曉依之平
譈	定區咍去
證	章伊蒸去
譊	孃娃肴平
譌	疑區歌平
譍	影依蒸去
譎	見區仙入
譏	見依微平
譐	精區痕上
譑	谿漪宵去
譑	見漪宵上
譒	幫・歌去
譓	匣區齊去
譔	崇逶先去
譔	崇逶先上
譔	清惟先平
譕	明威魚平
譖	莊漪侵去
識	書伊蒸入
識	章伊之去
譙	從伊宵平
譚	定・覃平
譚	定・覃上
譜	幫・模上
譝	船伊蒸平
譞	曉惟先平
譟	心・豪去
譠	透・寒平
譠	知娃山平
譡	端・唐去
譢	心惟脂去
譣	曉漪鹽上
譣	清伊鹽平
譥	見・蕭去
警	見漪清上
譧	澄娃咸去
譨	孃娃江平
譩	影依之平
譩	影依微平
譩	影依之上
譫	定・談入
譫	章伊談入
譬	滂伊支去
譭	曉逶支上
譮	曉娃皆去
譯	以伊清入
議	疑漪支去
譱	常伊先上
譳	泥・侯去
譴	谿伊先去
譶	定・覃入
譶	澄漪侵入
護	匣・模去
譸	知漪尤平
譺	疑娃皆去
譺	疑依之去
譺	疑依之上
譻	影娃耕平
譽	以伊魚平
譽	以伊魚去
譾	精伊先上
讀	定・侯去
讀	定・東入
讁	知娃耕入
讂	曉區仙去
讂	見區仙去
讃	精・寒去
讄	來惟脂上
讇	徹漪鹽上
變	幫漪先去
讋	章伊鹽入
讌	影・仙去
讎	常伊尤平
讏	云逶祭去
讑	以伊宵去
讒	崇娃銜去
讒	崇娃咸平
讓	日伊陽去
讕	來・寒平
讕	來・寒去
讕	來・寒上
讖	初漪侵去
讗	匣區齊平
讗	見蛙耕入
讘	日伊鹽入
讙	曉威元平
讙	曉區寒平
讚	精・寒去
讜	端・唐上
讞	疑漪先上
讞	疑漪先入
讟	定・東入
谷	羣依陽入
谷	以惟冬入
谷	見・東入
谷	來・東入
谸	清・仙平
谺	曉娃麻平
谻	見漪清入
谼	匣・東平
谽	曉・覃平
谾	曉娃江平
谾	曉・東平
谿	谿・齊平
豁	曉區寒入
豂	來・蕭平
豃	曉娃銜上
豄	定・東入
豅	來・東平
豆	定・侯去
豇	見娃江平
豈	谿依微上
豉	常伊支去
豊	來・齊上
豌	影區寒平
豍	幫・齊平
豎	常惟魚上
豏	匣娃咸上
豐	滂威東平
豑	澄漪真入
豔	以伊鹽去
豕	書伊支上
豖	徹逶冬入
豗	曉區咍平
豘	定區痕平
豙	疑依之去
豙	疑依微去
豚	定區痕平
豛	以惟清入
豜	見・仙平
豜	疑・仙去
豝	幫娃麻平
豞	曉・侯去
豟	影娃耕入
豠	崇漪魚平
象	邪依陽上
豢	匣蛙刪去
豣	見・仙平
豤	谿・仙上
豤	谿・痕上
豤	谿區痕平
豥	匣・咍平
豥	見・咍平
豦	羣依魚平
豦	見依魚去
豧	滂・模平
豧	滂・侯去
豧	滂威魚平
豧	滂威魚去
豨	曉依微平
豨	曉依微上
豪	匣・豪平
豫	以伊魚去
豬	知漪魚平
豭	見娃麻平
豯	匣・齊平
豰	並娃江入
豰	曉・東入
豰	端・東入
豱	影區痕平
豲	匣區寒平
豳	幫漪真平
豵	精・東平
豵	精威冬平
豶	並威文平
豷	曉逶脂去
豷	影・齊去
豸	澄娃佳上
豸	澄漪支上
豹	幫娃肴去
豺	崇娃皆平
豻	匣・寒去
豻	谿娃刪平
豻	疑・寒平
豻	疑・寒去
豼	並伊脂平
豽	孃蛙山入
豾	滂漪脂平
豿	曉娃江入
豿	見・侯上
貀	孃蛙山入
貁	以伊尤去
貂	端・蕭平
貅	曉依尤平
貆	匣區寒平
貆	曉威元平
貆	曉區寒平
貈	匣・唐入
貉	匣・唐入
貉	明娃庚入
貊	明娃庚入
貌	明娃肴去
貍	來依之平
貎	疑・齊平
貐	以惟魚上
貑	見娃麻平
貒	透區寒平
貒	透區寒去
貓	明娃肴平
貓	明漪宵平
貔	並伊脂平
貕	匣・齊平
貖	影娃耕入
貗	羣威魚上
貘	明娃庚入
貙	徹逶魚平
貚	定・寒平
貚	定・仙平
貛	曉區寒平
貜	羣威陽入
貜	見威陽入
貝	幫・泰去
貞	知漪清平
貟	云逶先平
貟	云威文平
貟	云威文去
負	並依尤上
財	從・咍平
貢	見・東去
貣	定・登入
貣	透・登入
貤	以伊支去
貤	以伊脂去
貤	船伊脂去
貦	疑區寒去
貧	並漪真平
貨	曉區歌去
販	幫威元去
貪	透・覃平
貫	見區寒平
貫	見區寒去
責	莊娃耕入
貯	知漪魚上
貰	書伊祭去
貰	船伊麻去
貱	幫漪支去
貲	精伊支平
貳	日伊脂去
貴	見威微去
貶	幫漪鹽上
買	明娃佳上
貸	透・咍去
貹	生漪清去
貺	曉威陽去
費	並威微去
費	滂威微去
費	幫漪脂去
貼	透・添入
貽	以伊之平
貾	澄漪脂平
貿	明・侯去
賀	匣・歌去
賁	並威微平
賁	並威文平
賁	幫區痕平
賁	幫漪支去
賂	來・模去
賃	孃漪侵去
賄	曉區咍上
賅	見・咍平
賆	並・仙平
資	精伊脂平
賈	見娃麻去
賈	見娃麻上
賈	見・模上
賉	心惟真入
賊	從・登入
賏	影伊清平
賏	影漪清去
賑	章伊真去
賑	章伊真上
賒	書伊麻平
賓	幫伊真平
賔	幫伊真平
賕	羣依尤平
賖	書伊麻平
賙	章伊尤平
賚	來・咍去
賛	精・寒去
賜	心伊支去
賝	徹漪侵平
賞	書伊陽上
賟	透・仙上
賠	並區咍平
賡	見娃庚平
賢	匣・仙平
賣	明娃佳去
賤	從伊先去
賥	心惟脂去
賦	幫威魚去
賧	透・談去
賨	從・冬平
質	章伊真入
質	知漪脂去
賬	知漪陽去
賭	端・模上
賮	邪伊真去
賰	書惟真上
賱	影威文上
賲	幫・豪上
賴	來・泰去
賵	滂威東去
賷	精・齊平
賸	以伊蒸去
賸	船伊蒸去
賹	影娃佳去
賺	澄娃咸去
賻	並威魚去
購	見・侯去
賽	心・咍去
賾	崇娃耕入
賿	來娃肴平
贀	以惟支去
贁	並娃夬去
贃	影蛙刪去
贄	章伊脂去
贅	章惟祭去
贆	幫伊宵平
贇	影逶真平
贈	從・登去
贉	定・覃去
贉	定・覃上
贊	精・寒去
贋	疑娃刪去
贍	常伊鹽去
贎	明威元去
贏	以伊清平
贐	從伊真上
贐	邪伊真去
贑	見・覃上
贓	精・唐平
贔	並漪脂去
贕	定・東入
贖	船惟冬入
贗	疑娃刪去
贙	匣區仙去
贙	匣區仙上
贚	來威冬去
贛	見・覃去
贛	見・覃上
贛	見・東去
赤	昌伊清入
赥	曉・青入
赦	書伊麻去
赧	孃娃刪上
赨	定・冬平
赩	曉依蒸入
赫	曉娃庚入
赬	徹漪清平
赭	章伊麻上
赮	匣娃麻平
赯	定・唐平
走	精・侯去
走	精・侯上
赳	見伊幽上
赴	滂威魚去
赶	羣威元入
赶	羣依元平
起	谿依之上
赹	羣惟清平
赽	見區仙入
赾	谿依文上
趀	清伊脂平
趁	澄漪真平
趁	孃漪先上
趁	徹漪真去
趃	定・仙入
趄	清依魚平
超	徹漪宵平
趆	端・齊平
趆	端・齊去
趉	見威文入
越	匣區寒入
越	云威元入
趌	羣漪真入
趌	谿伊真入
趌	見伊真入
趌	見漪先入
趍	澄漪支平
趍	清威魚平
趎	澄逶魚平
趏	谿娃刪入
趏	見蛙刪入
趑	清伊脂平
趒	定・蕭平
趒	透・蕭平
趒	透・蕭去
趔	來伊先入
趕	見・寒上
趖	心區歌平
趗	清・東入
趗	清威冬入
趙	澄漪宵上
趛	疑漪侵上
趜	羣威東入
趜	見威東入
趝	見・添去
趞	清依陽入
趟	知娃庚平
趟	知娃庚去
趠	徹娃肴去
趠	徹娃江入
趡	從伊宵去
趡	清惟脂上
趡	精伊宵去
趢	來・東入
趢	來威冬入
趣	清・侯上
趣	清威魚去
趥	清依尤平
趥	清威東去
趧	定・齊平
趨	清威魚平
趩	徹漪蒸入
趪	匣區唐平
趫	羣漪宵平
趫	谿漪宵平
趬	谿伊宵平
趬	谿漪宵去
趭	從伊宵去
趭	以伊宵去
趭	精伊宵去
趮	精・豪去
趯	透・青入
趲	從・寒上
趲	精・寒去
趲	精・寒上
足	精威魚去
足	精威冬入
趴	滂娃山入
趵	幫娃江入
趹	見區仙入
趺	幫威魚平
趼	見・仙上
趼	疑・仙平
趼	疑・仙去
趽	並・唐平
趽	幫威陽平
趽	幫威陽去
趾	章伊之上
趿	心・覃入
跀	疑威元入
跁	並娃麻去
跁	並娃麻上
跂	羣伊支平
跂	谿伊支去
跂	谿伊支上
跆	定・咍平
跇	以伊祭去
跇	徹漪祭去
跈	定・仙上
跈	泥・仙上
跉	來・青平
跉	來伊清平
跋	並・寒入
跌	定・仙入
跍	谿・模平
跎	定・歌平
跏	見娃麻平
跐	清伊支上
跐	精伊支上
跐	莊漪支上
跑	並娃肴平
跑	並娃江入
跒	谿娃麻上
跓	澄逶魚上
跔	見威魚平
跕	端・添入
跕	透・添入
跖	章伊清入
跗	並威魚去
跗	幫威魚平
跙	從依魚上
跚	心・寒平
跛	幫・歌上
跛	幫漪支去
跜	孃漪脂平
距	羣依魚上
跟	見・痕平
跠	以伊脂平
跡	精伊清入
跢	端・歌去
跢	端・泰去
跣	心・仙上
跤	谿娃肴平
跦	知逶魚平
跧	莊逶先平
跧	莊蛙刪平
跧	精惟真平
跨	谿・模去
跨	谿蛙麻平
跨	谿蛙麻去
跨	谿蛙麻上
跪	羣逶支上
跪	谿逶支上
跫	谿娃江平
跬	谿惟支上
跭	匣娃江平
跮	徹漪脂去
跮	徹漪真入
路	來・模去
跰	並・仙平
跰	幫娃庚去
跱	澄漪之上
跲	羣依嚴入
跲	見娃咸入
跲	見依嚴入
跳	定・蕭平
跺	端區歌去
跼	羣威冬入
跽	羣漪脂上
跾	書惟東入
踁	匣・青去
踂	孃漪鹽入
踃	心・蕭平
踄	並・唐入
踅	邪惟先入
踆	清惟真平
踇	明・侯上
踈	生漪魚平
踈	生漪魚去
踉	來・唐平
踉	來依陽平
踉	來依陽去
踊	以惟冬上
踏	透・覃入
踐	從伊先上
踑	羣依之平
踒	影區歌平
踓	以惟脂上
踓	清惟脂上
踔	徹娃肴去
踔	徹娃江入
踕	從伊鹽入
踖	從伊清入
踖	清依陽入
踖	精伊清入
踘	羣威東入
踘	見威東入
踚	來惟真平
踛	來威東入
踜	來・登去
踝	匣蛙麻上
踞	見依魚去
踟	澄漪支平
踠	影威元上
踡	羣逶先平
踢	透・青入
踣	並・登入
踣	滂・侯去
踤	從惟真入
踥	清伊鹽入
踦	谿漪支平
踦	見漪支上
踧	定・青入
踧	精威東入
踩	清・咍上
踮	端・添上
踰	以惟魚平
踱	定・唐入
踳	昌惟真上
踴	以惟冬上
踵	章惟冬上
踶	定・齊去
踶	澄漪支上
踸	徹漪侵上
踹	常惟先上
踹	端區寒去
踺	羣依元去
踼	定・唐平
踼	定・唐去
踼	透・唐平
踼	透・唐上
踽	谿威魚上
踽	見威魚上
踾	並漪蒸入
踾	滂漪蒸入
踾	幫威東入
蹀	定・添入
蹁	並・仙平
蹁	幫・仙平
蹂	日伊尤平
蹂	日伊尤去
蹂	日伊尤上
蹃	孃娃庚入
蹃	孃漪陽入
蹄	定・齊平
蹇	見漪先上
蹇	見依元上
蹈	定・豪去
蹉	清・歌平
蹊	匣・齊平
蹋	定・談入
蹌	清依陽平
蹎	端・仙平
蹏	定・齊平
蹐	精伊清入
蹔	從・談去
蹕	幫伊真入
蹖	書惟冬平
蹙	精威東入
蹛	澄漪祭去
蹛	端・泰去
蹜	生逶東入
蹟	精伊清入
蹠	章伊清入
蹡	清依陽平
蹡	清依陽去
蹢	澄漪清入
蹢	端・青入
蹣	並・寒平
蹣	明・寒平
蹤	精威冬平
蹦	並・登去
蹧	精・豪平
蹨	泥・仙上
蹨	日伊先上
蹩	並・仙入
蹪	定區咍平
蹬	定・登去
蹭	清・登去
蹮	心・仙平
蹯	並威元平
蹰	澄逶魚平
蹱	章惟冬平
蹱	徹逶冬平
蹱	徹逶冬去
蹲	從區痕平
蹴	清威東入
蹴	精威東入
蹶	見逶祭去
蹶	見逶先入
蹶	見威元入
蹷	羣威元入
蹹	定・覃入
蹺	谿伊宵平
蹻	羣依陽入
蹻	羣漪宵平
蹻	谿伊宵平
蹻	見依陽入
蹻	見漪宵上
蹼	幫・東入
躁	精・豪去
躂	透・寒入
躃	並伊清入
躄	幫伊清入
躅	澄逶冬入
躇	澄漪魚平
躊	澄漪尤平
躋	精・齊平
躋	精・齊去
躍	以伊陽入
躐	來伊鹽入
躑	澄漪清入
躒	來・唐入
躒	來・青入
躓	知漪脂去
躔	澄漪先平
躕	澄逶魚平
躘	來威冬平
躘	來威冬去
躙	來伊真去
躚	心・仙平
躚	心伊先平
躛	曉蛙皆去
躝	來・寒平
躞	心・添入
躟	日伊陽平
